customer_id,first_name,last_name,email,country_code,signup_date,status
C0265,Mia,Hall,mia.hall.265@example.com,TR,2025-03-30,active
C0266,Mia,Wilson,mia.wilson.266@example.com,US,2025-07-12,active
C0267,Ella,King,ella.king.267@example.com,DE,2025-06-09,active
C0268,Maya,Young,maya.young.268@example.com,DE,2025-08-23,active
C0269,Liam,Martin,liam.martin.269@example.com,CA,2025-10-25,active
C0270,Mia,Young,mia.young.270@example.com,GB,2026-01-01,active
C0271,Lucas,King,lucas.king.271@example.com,CA,2025-07-06,active
C0272,Ethan,Wright,ethan.wright.272@example.com,DE,2025-10-12,active
C0273,Ethan,Scott,ethan.scott.273@example.com,US,2026-05-13,active
C0274,Leo,Brown,leo.brown.274@example.com,GB,2026-05-08,active
C0275,Nora,King,nora.king.275@example.com,DE,2025-10-06,active
C0276,Ava,King,ava.king.276@example.com,US,2025-03-10,active
C0277,Owen,Hall,owen.hall.277@example.com,GB,2025-01-26,active
C0278,Lucas,Scott,lucas.scott.278@example.com,GB,2025-04-09,active
C0279,Lucas,Wright,lucas.wright.279@example.com,GB,2025-05-19,active
C0280,Maya,Wilson,maya.wilson.280@example.com,TR,2025-12-30,active
C0281,Owen,Wilson,owen.wilson.281@example.com,CA,2025-10-06,active
C0282,Liam,Scott,liam.scott.282@example.com,TR,2025-10-07,active
C0283,Ava,Taylor,ava.taylor.283@example.com,CA,2025-07-01,active
C0284,Owen,Hall,owen.hall.284@example.com,GB,2025-10-04,active
C0285,Ella,King,ella.king.285@example.com,GB,2025-04-29,active
C0286,Leo,Scott,leo.scott.286@example.com,GB,2026-01-23,active
C0287,Owen,Young,owen.young.287@example.com,CA,2025-08-03,active
C0288,Sofia,King,sofia.king.288@example.com,TR,2026-03-27,active
C0289,Liam,Brown,liam.brown.289@example.com,GB,2025-02-24,active
C0290,Ava,Wright,ava.wright.290@example.com,TR,2026-04-18,active
C0291,Ava,Brown,ava.brown.291@example.com,DE,2025-07-31,active
C0292,Ava,Wright,ava.wright.292@example.com,TR,2025-01-27,active
C0293,Mia,Taylor,mia.taylor.293@example.com,US,2025-02-08,active
C0294,Noah,Scott,noah.scott.294@example.com,CA,2025-02-19,active
C0295,Mia,Wilson,mia.wilson.295@example.com,DE,2025-09-05,active
C0296,Ava,Martin,ava.martin.296@example.com,TR,2025-08-10,active
C0297,Mia,Clark,mia.clark.297@example.com,CA,2025-01-13,active
C0298,Owen,Young,owen.young.298@example.com,US,2026-02-11,active
C0299,Leo,Martin,leo.martin.299@example.com,CA,2026-04-23,active
C0300,Ella,Wright,ella.wright.300@example.com,CA,2026-04-25,active
C0301,Ethan,Wilson,ethan.wilson.301@example.com,DE,2026-03-17,active
C0302,Ella,Hall,ella.hall.302@example.com,TR,2026-05-01,active
C0303,Ella,Martin,ella.martin.303@example.com,CA,2025-03-27,active
C0304,Mia,Wilson,mia.wilson.304@example.com,US,2025-07-08,active
C0305,Noah,Clark,noah.clark.305@example.com,DE,2025-04-25,active
C0306,Nora,Wilson,nora.wilson.306@example.com,GB,2025-06-26,active
C0307,Leo,King,leo.king.307@example.com,US,2025-01-17,active
C0308,Mia,Martin,mia.martin.308@example.com,GB,2025-07-21,active
C0309,Ethan,Wright,ethan.wright.309@example.com,CA,2026-03-17,active
C0310,Mia,Wright,mia.wright.310@example.com,GB,2025-04-01,active
C0311,Lucas,Clark,lucas.clark.311@example.com,TR,2025-08-07,active
C0312,Noah,Martin,noah.martin.312@example.com,US,2025-07-27,active
C0313,Mia,Scott,mia.scott.313@example.com,CA,2025-07-27,active
C0314,Lucas,Taylor,lucas.taylor.314@example.com,GB,2025-12-08,active
C0315,Lucas,Brown,lucas.brown.315@example.com,TR,2025-10-15,active
C0316,Lucas,Taylor,lucas.taylor.316@example.com,US,2025-09-25,active
C0317,Noah,Scott,noah.scott.317@example.com,CA,2026-04-13,active
C0318,Liam,Taylor,liam.taylor.318@example.com,CA,2026-03-27,active
C0319,Ava,Wilson,ava.wilson.319@example.com,CA,2025-03-25,active
C0320,Lucas,Wilson,lucas.wilson.320@example.com,TR,2025-01-02,active
C0321,Lucas,King,lucas.king.321@example.com,US,2026-02-11,active
C0322,Maya,Brown,maya.brown.322@example.com,TR,2026-01-28,active
C0323,Sofia,Young,sofia.young.323@example.com,DE,2026-04-06,active
C0324,Owen,Brown,owen.brown.324@example.com,CA,2025-07-24,active
C0325,Nora,Taylor,nora.taylor.325@example.com,US,2026-01-02,active
C0326,Sofia,Young,sofia.young.326@example.com,TR,2025-08-17,active
C0327,Maya,King,maya.king.327@example.com,US,2025-10-23,active
C0328,Lucas,Young,lucas.young.328@example.com,CA,2026-01-18,active
C0329,Ella,Scott,ella.scott.329@example.com,GB,2026-06-23,active
C0330,Ava,Martin,ava.martin.330@example.com,DE,2026-04-26,active
C0331,Ella,Taylor,ella.taylor.331@example.com,GB,2026-05-03,active
C0332,Nora,Hall,nora.hall.332@example.com,US,2025-12-23,active
C0333,Mia,King,mia.king.333@example.com,CA,2025-03-23,active
C0334,Maya,Hall,maya.hall.334@example.com,DE,2025-09-30,active
C0335,Lucas,Scott,lucas.scott.335@example.com,CA,2026-04-10,active
C0336,Leo,Clark,leo.clark.336@example.com,US,2025-07-06,active
C0337,Liam,Clark,liam.clark.337@example.com,GB,2025-06-24,active
C0338,Nora,Wilson,nora.wilson.338@example.com,US,2026-05-24,active
C0339,Sofia,Taylor,sofia.taylor.339@example.com,DE,2025-11-11,active
C0340,Noah,Brown,noah.brown.340@example.com,TR,2025-09-12,active
C0341,Sofia,Brown,sofia.brown.341@example.com,US,2025-12-13,active
C0342,Sofia,Scott,sofia.scott.342@example.com,DE,2026-04-05,active
C0343,Mia,Hall,mia.hall.343@example.com,TR,2025-11-04,active
C0344,Ava,Clark,ava.clark.344@example.com,US,2025-05-05,active
C0345,Nora,King,nora.king.345@example.com,US,2025-04-26,active
C0346,Leo,Scott,leo.scott.346@example.com,TR,2025-09-08,active
C0347,Sofia,Brown,sofia.brown.347@example.com,GB,2025-08-12,active
C0348,Ethan,Hall,ethan.hall.348@example.com,GB,2025-12-01,active
C0349,Mia,Young,mia.young.349@example.com,TR,2025-03-09,active
C0350,Sofia,Young,sofia.young.350@example.com,DE,2026-01-02,active
C0351,Noah,Wilson,noah.wilson.351@example.com,GB,2026-02-05,active
C0352,Lucas,Wilson,lucas.wilson.352@example.com,DE,2025-04-11,active
C0353,Noah,Scott,noah.scott.353@example.com,GB,2025-06-23,active
C0354,Ethan,Wilson,ethan.wilson.354@example.com,CA,2025-08-03,active
C0355,Ava,Taylor,ava.taylor.355@example.com,US,2026-01-11,active
C0356,Ella,Martin,ella.martin.356@example.com,CA,2026-06-22,active
C0357,Sofia,Brown,sofia.brown.357@example.com,GB,2026-06-16,active
C0358,Liam,Brown,liam.brown.358@example.com,DE,2026-02-10,active
C0359,Mia,Hall,mia.hall.359@example.com,DE,2025-06-14,active
C0360,Nora,Wilson,nora.wilson.360@example.com,CA,2026-06-17,active
C0361,Noah,Clark,noah.clark.361@example.com,GB,2025-03-06,active
C0362,Sofia,Young,sofia.young.362@example.com,US,2025-08-08,active
C0363,Ethan,King,ethan.king.363@example.com,US,2026-03-20,active
C0364,Lucas,Scott,lucas.scott.364@example.com,US,2025-01-19,active
C0365,Noah,Clark,noah.clark.365@example.com,CA,2025-10-20,active
C0366,Leo,Clark,leo.clark.366@example.com,DE,2026-03-25,active
C0367,Sofia,Wright,sofia.wright.367@example.com,DE,2025-02-24,active
C0368,Leo,Young,leo.young.368@example.com,US,2025-02-10,active
C0369,Noah,King,noah.king.369@example.com,TR,2025-04-28,active
C0370,Nora,Clark,nora.clark.370@example.com,DE,2026-04-22,active
C0371,Leo,Young,leo.young.371@example.com,DE,2025-08-06,active
C0372,Sofia,Martin,sofia.martin.372@example.com,US,2025-03-02,active
C0373,Leo,Wright,leo.wright.373@example.com,CA,2025-12-22,active
C0374,Ella,Young,ella.young.374@example.com,DE,2025-08-29,active
C0375,Nora,Martin,nora.martin.375@example.com,US,2025-07-21,active
C0376,Ella,Hall,ella.hall.376@example.com,DE,2025-10-08,active
C0377,Ethan,Brown,ethan.brown.377@example.com,DE,2025-09-26,active
C0378,Noah,Scott,noah.scott.378@example.com,TR,2026-02-16,active
C0379,Liam,Scott,liam.scott.379@example.com,US,2026-06-23,active
C0380,Ethan,Martin,ethan.martin.380@example.com,TR,2025-10-24,active
C0381,Lucas,Martin,lucas.martin.381@example.com,US,2026-06-15,active
C0382,Leo,Hall,leo.hall.382@example.com,CA,2026-03-22,active
C0383,Leo,Young,leo.young.383@example.com,GB,2025-10-14,active
C0384,Ava,Taylor,ava.taylor.384@example.com,US,2026-06-15,active
C0385,Ava,Young,ava.young.385@example.com,GB,2025-03-19,active
C0386,Lucas,Clark,lucas.clark.386@example.com,GB,2025-05-04,active
C0387,Noah,Taylor,noah.taylor.387@example.com,US,2026-03-17,active
