member_id,member_code,first_name,last_name,age,location_id,plan_id,acquisition_channel,join_date,cancel_date,status
332,M00332,Bora,Kaya,53,3,1,Walk-in,2024-05-31,,Active
333,M00333,Can,Kaya,53,2,3,Referral,2024-12-12,,Active
334,M00334,Kerem,Demir,62,4,1,Corporate Partner,2024-04-12,,Active
335,M00335,Deniz,Sahin,25,2,2,Paid Search,2024-11-16,,Active
336,M00336,Deniz,Koc,33,4,1,Walk-in,2024-05-11,,Active
337,M00337,Bora,Kaya,28,1,1,Paid Search,2024-01-09,,Active
338,M00338,Ayse,Sahin,33,3,3,Organic Search,2025-06-12,2026-05-17,Cancelled
339,M00339,Kerem,Yilmaz,62,4,1,Corporate Partner,2025-04-04,,Active
340,M00340,Mert,Koc,63,4,2,Paid Search,2025-09-28,,Active
341,M00341,Elif,Demir,28,1,1,Paid Search,2025-08-17,,Active
342,M00342,Mert,Kurt,52,3,1,Referral,2024-01-05,2025-09-28,Cancelled
343,M00343,Kerem,Demir,42,3,3,Walk-in,2026-06-18,,Active
